latitude,longitude,ignition_date,area_ha,state,shape_area
-31.41785549,151.56045773587098,2014-01-04T00:00:00.000Z,272,NSW (New South Wales),0.000257959
-36.42336522,144.96613312304663,2020-12-14T00:00:00.000Z,10,VIC (Victoria),9.614935607e-06
-33.72689617,116.05681071365751,2023-01-10T00:00:00.000Z,21,WA (Western Australia),1.9954235995e-05
-19.13452732,146.8554117730325,1987-06-25T00:00:00.000Z,184,QLD (Queensland),0.00015778
-25.39151208,153.1650946263222,2002-10-13T00:00:00.000Z,1810,QLD (Queensland),0.001623997
-30.98625741,152.20245600202017,1899-11-30T00:00:00.000Z,24,NSW (New South Wales),2.25935446e-05
-38.29817384,142.83459243274183,2018-03-18T00:00:00.000Z,4090,VIC (Victoria),0.004211437
-30.09234095,115.83464232391492,2014-11-28T00:00:00.000Z,203,WA (Western Australia),0.000189976
-25.98430881,120.79065503065048,2000-12-31T00:00:00.000Z,37,WA (Western Australia),3.2925283676e-05
-33.41568289,149.84701542025104,2010-05-19T00:00:00.000Z,14,NSW (New South Wales),1.3158018646e-05
-34.73571634,150.27756695480758,1899-11-30T00:00:00.000Z,60,NSW (New South Wales),5.886880308e-05
-35.63300558,150.32232898540053,1899-11-30T00:00:00.000Z,86,NSW (New South Wales),8.5929013949e-05
-27.21805432,150.75408650838295,1952-10-01T00:00:00.000Z,329,QLD (Queensland),0.000299654
-29.2385043,152.2436163297407,1899-11-30T00:00:00.000Z,18,NSW (New South Wales),1.6836295799e-05
-36.65597725,144.0525155369399,1999-12-23T00:00:00.000Z,24,VIC (Victoria),2.411756077e-05
-34.7607647,149.9819965900682,1899-11-30T00:00:00.000Z,185,NSW (New South Wales),0.000182616
-24.69408132,151.26948806858053,2012-12-05T00:00:00.000Z,2506,QLD (Queensland),0.002235678
-35.4415949,147.67695078643473,2006-02-19T00:00:00.000Z,9424,NSW (New South Wales),0.009389876
-25.64899219,152.0403608490647,2020-11-10T00:00:00.000Z,7048,QLD (Queensland),0.006669402
-23.7332891,150.5099970696339,2015-11-26T00:00:00.000Z,4094,QLD (Queensland),0.003625692
-13.99329602,142.15642233130018,2009-11-15T00:00:00.000Z,375869,QLD (Queensland),0.320224591
-41.03259935,147.32369751093108,2008-01-13T00:00:00.000Z,408,TAS (Tasmania),0.000436832
-33.04884365,151.2330345060039,1997-09-14T00:00:00.000Z,164,NSW (New South Wales),0.000158373
-37.21264857,149.70254141705541,1899-11-30T00:00:00.000Z,26257,NSW (New South Wales),0.026659112
-28.52252427,152.84540795805657,1899-11-30T00:00:00.000Z,166,NSW (New South Wales),0.000152688
-30.51019796,150.95208167578326,2013-11-10T00:00:00.000Z,434,NSW (New South Wales),0.000407379
-26.56479946,150.94762057697415,2023-02-13T00:00:00.000Z,7049,QLD (Queensland),0.006385114
-42.20786155,147.71087271460337,2012-03-25T00:00:00.000Z,80,TAS (Tasmania),8.6766716777e-05
-15.27704545,144.5826290970221,2012-09-17T00:00:00.000Z,654,QLD (Queensland),0.000549966
-32.6825528,151.9350942568333,2008-12-22T00:00:00.000Z,411,NSW (New South Wales),0.00039496
-30.5742757,152.3099399,2017-08-16T00:00:00.000Z,143,NSW (New South Wales),0.000134525
-32.99659354,151.5203721568303,2017-08-16T00:00:00.000Z,59,NSW (New South Wales),5.7026345075e-05
-31.31141804,151.83249405648652,2002-09-27T00:00:00.000Z,167,NSW (New South Wales),0.000158478
-33.32072391,151.2877273223613,1994-10-16T00:00:00.000Z,288,NSW (New South Wales),0.000278573
-32.66789338,150.46689789344182,1899-11-30T00:00:00.000Z,894,NSW (New South Wales),0.000859878
-24.92142905,147.18969400032265,2004-11-13T00:00:00.000Z,31584,QLD (Queensland),0.028219626
-29.26995482,152.43916054067103,1899-11-30T00:00:00.000Z,54,NSW (New South Wales),5.0130557156e-05
-32.81297073,150.47234706279852,2018-01-24T00:00:00.000Z,17,NSW (New South Wales),1.5981519027e-05
-33.2892216,149.7914199435318,1899-12-30T00:00:00.000Z,229,NSW (New South Wales),0.000221439
-35.21526981,150.30160963748656,2009-08-09T00:00:00.000Z,10,NSW (New South Wales),9.598227734e-06
-31.72089828,152.42997765325953,1899-11-30T00:00:00.000Z,120,NSW (New South Wales),0.00011404
-31.94034266,116.3167433426517,2018-03-01T00:00:00.000Z,34,WA (Western Australia),3.2304681781e-05
-33.89031022,139.96619194236268,1973-10-03T00:00:00.000Z,21,SA (South Australia),2.0587658582e-05
-30.89028281,152.08971407098795,2007-08-03T00:00:00.000Z,14,NSW (New South Wales),1.3430264971e-05
-15.96727274,144.25194593720403,2022-10-03T00:00:00.000Z,4316,QLD (Queensland),0.003725
-37.21604912,148.30676163907515,1965-01-01T00:00:00.000Z,2389,VIC (Victoria),0.00242481
-28.91420094,152.12265590635073,1899-11-30T00:00:00.000Z,100,NSW (New South Wales),9.2772982953e-05
-35.4259123,148.58645706131705,1899-11-30T00:00:00.000Z,35,NSW (New South Wales),3.4595478155e-05
-33.75023841,115.78046277021626,2021-12-11T00:00:00.000Z,17,WA (Western Australia),1.6691621795e-05
-41.27481552,148.15210591963498,2018-02-11T00:00:00.000Z,19,TAS (Tasmania),2.0007950297e-05
-30.7529965,149.70676594617626,1899-11-30T00:00:00.000Z,42882,NSW (New South Wales),0.040393388
-23.74931826,151.10904111016498,2012-12-07T00:00:00.000Z,161,QLD (Queensland),0.00014295
-33.67288589,150.64518252298367,1899-11-30T00:00:00.000Z,302,NSW (New South Wales),0.000293176
-33.92070114,149.8236435076613,2006-05-07T00:00:00.000Z,10,NSW (New South Wales),9.960155694e-06
-37.79818906,147.89084351223934,1981-01-01T00:00:00.000Z,853,VIC (Victoria),0.000874381
-30.73773497,149.59044561788775,2009-11-16T00:00:00.000Z,870,NSW (New South Wales),0.000819754
-37.3108891,143.69521781358392,2012-01-28T00:00:00.000Z,59,VIC (Victoria),5.9662951116e-05
-23.45478053,116.93513260488268,2017-11-08T00:00:00.000Z,11,WA (Western Australia),9.510526525e-06
-36.45398133,146.90567856426148,2009-02-07T00:00:00.000Z,681,VIC (Victoria),0.000684938
-34.34321802,150.8793213244875,1965-03-24T00:00:00.000Z,33,NSW (New South Wales),3.2741696941e-05
-33.20063686,149.79642394711797,2009-01-16T00:00:00.000Z,15,NSW (New South Wales),1.4060881767e-05
-36.81915636,149.8409778151628,1899-11-30T00:00:00.000Z,60,NSW (New South Wales),6.1100013681e-05
-37.7663079,148.10743027037253,1973-01-01T00:00:00.000Z,2613,VIC (Victoria),0.002672434
-37.59539527,141.60521027142377,1994-01-01T00:00:00.000Z,129,VIC (Victoria),0.000131313
-35.83886265,150.0492582831124,1899-11-30T00:00:00.000Z,50,NSW (New South Wales),4.9614445743e-05
-29.14744986,152.8040235600326,2019-10-03T00:00:00.000Z,142,NSW (New South Wales),0.000132122
-28.46511275,153.54309800372118,1899-11-30T00:00:00.000Z,433,NSW (New South Wales),0.000399178
-30.66982522,152.1009463817743,2019-12-01T00:00:00.000Z,15628,NSW (New South Wales),0.015713314
-32.9543973,121.14072954350573,2002-01-01T00:00:00.000Z,24,WA (Western Australia),2.2870985731e-05
-28.79526241,152.20271699217272,1995-11-29T00:00:00.000Z,25,NSW (New South Wales),2.2736493975e-05
-28.62987426,152.44968419241536,2002-07-19T00:00:00.000Z,99,NSW (New South Wales),9.1473984412e-05
-27.23784321,131.33607020026642,1998-12-31T00:00:00.000Z,494,SA (South Australia),0.000450436
-37.83113808,141.37468310718282,1976-01-01T00:00:00.000Z,423,VIC (Victoria),0.000432966
-41.49463546,147.82082167783116,2006-10-28T00:00:00.000Z,17,TAS (Tasmania),1.8033319975e-05
-37.51922602,149.44834867064824,1996-12-31T00:00:00.000Z,44,VIC (Victoria),4.5159079946e-05
-34.28461389,116.72094355440328,2020-05-02T00:00:00.000Z,20,WA (Western Australia),1.9456281052e-05
-34.73280783,135.81854776146145,2019-11-11T00:00:00.000Z,222,SA (South Australia),0.00021932
-17.6222804,145.4793426975097,2007-02-07T00:00:00.000Z,18,QLD (Queensland),1.5652366756e-05
-17.69719863,145.4462551372031,2020-11-25T00:00:00.000Z,3237,QLD (Queensland),0.00275756
-37.31595878,146.6259193817996,2020-01-01T00:00:00.000Z,115,VIC (Victoria),0.000116786
-34.38151578,135.60942824673972,2018-12-28T00:00:00.000Z,46,SA (South Australia),4.548782772e-05
-41.03212914,148.06908050545914,2006-10-29T00:00:00.000Z,14,TAS (Tasmania),1.4689050658e-05
-31.73024266,152.52834741883242,1899-11-30T00:00:00.000Z,141,NSW (New South Wales),0.000134507
-25.80161187,152.93225300959242,2018-11-17T00:00:00.000Z,52,QLD (Queensland),4.7156042683e-05
-29.19113615,153.40523539496456,2006-10-08T00:00:00.000Z,41,NSW (New South Wales),3.7683783376e-05
-29.58870968,152.18997621716017,1957-09-18T00:00:00.000Z,341,NSW (New South Wales),0.000317984
-29.90459858,115.11928033658012,2011-12-04T00:00:00.000Z,82,WA (Western Australia),7.6509309793e-05
-28.94753582,152.11443273296706,1899-11-30T00:00:00.000Z,6449,NSW (New South Wales),0.005968015
-19.26291946,147.03883649154815,2013-12-16T00:00:00.000Z,1507,QLD (Queensland),0.001294948
-29.70739553,115.21408161858754,2006-01-30T00:00:00.000Z,224,WA (Western Australia),0.000208585
-35.10361135,138.69189770300108,1978-03-01T00:00:00.000Z,17,SA (South Australia),1.633357806e-05
-30.20253103,152.32770628692674,2013-10-29T00:00:00.000Z,16,NSW (New South Wales),1.4779906451e-05
-31.94120024,116.29636747495283,2015-12-18T00:00:00.000Z,256,WA (Western Australia),0.000244183
-30.63513219,152.99608064387738,2005-10-13T00:00:00.000Z,20,NSW (New South Wales),1.8391280719e-05
-15.56704893,142.16212513570625,2022-07-21T00:00:00.000Z,3092,QLD (Queensland),0.002605
-33.50428114,151.27637632322487,2006-01-01T00:00:00.000Z,2112,NSW (New South Wales),0.002048778
-35.8598915,150.11259425566487,1899-11-30T00:00:00.000Z,790,NSW (New South Wales),0.00078785
-34.40876423,139.1978598027415,2012-11-24T00:00:00.000Z,257,SA (South Australia),0.000251891
-35.83676952,141.24183925509914,2019-12-31T00:00:00.000Z,586,VIC (Victoria),0.000584375
-33.45518077,150.7251435,1899-11-30T00:00:00.000Z,32,NSW (New South Wales),3.1311011753e-05
-35.39533762,150.40800874987985,1899-11-30T00:00:00.000Z,1639,NSW (New South Wales),0.00162585
-35.88144678,137.4998265682038,2004-01-14T00:00:00.000Z,251,SA (South Australia),0.000250393
-29.86903167,153.24202343464614,1899-11-30T00:00:00.000Z,1742,NSW (New South Wales),0.001626828
-27.66401347,150.9950716170476,2020-09-16T00:00:00.000Z,50,QLD (Queensland),4.6169558118e-05
-28.40861575,153.47447358293198,1899-11-30T00:00:00.000Z,119,NSW (New South Wales),0.000109909
-32.4425376,152.47740809852652,1899-11-30T00:00:00.000Z,2493,NSW (New South Wales),0.0023911
-37.59731974,147.58234918643845,1991-01-01T00:00:00.000Z,31,VIC (Victoria),3.2052699225e-05
-26.06140037,153.01998656321686,1987-10-23T00:00:00.000Z,51,QLD (Queensland),4.5982128995e-05
-25.2982582,150.0611482448279,2013-12-07T00:00:00.000Z,12745,QLD (Queensland),0.011424719
-28.32839527,152.73693069985404,1994-11-05T00:00:00.000Z,93,QLD (Queensland),8.5701885382e-05
-14.4792734,144.56491518107129,2023-06-05T00:00:00.000Z,1129,QLD (Queensland),0.000946295
-31.47981413,133.41845327975193,2002-12-31T00:00:00.000Z,108,SA (South Australia),0.000102503
-32.43492301,152.32671724389792,1899-11-30T00:00:00.000Z,360,NSW (New South Wales),0.000345093
-41.49651267,147.01992383305802,2019-04-03T00:00:00.000Z,20,TAS (Tasmania),2.2072334104e-05
-31.25770731,142.17338669839864,2012-09-27T00:00:00.000Z,352,NSW (New South Wales),0.000333365
-35.39123338,148.20940617592746,1899-11-30T00:00:00.000Z,730,NSW (New South Wales),0.000724682
-33.65468299,150.67057588282555,1899-11-30T00:00:00.000Z,23,NSW (New South Wales),2.1945531898e-05
-30.51489251,150.8963694834694,2019-12-12T00:00:00.000Z,3957,NSW (New South Wales),0.003718178
-28.36731396,153.23353004740466,1899-11-30T00:00:00.000Z,21,NSW (New South Wales),1.9228396923e-05
-29.87841375,152.45688729312243,2018-07-13T00:00:00.000Z,190,NSW (New South Wales),0.000177543
-36.9432288,148.2607992529752,2019-12-29T00:00:00.000Z,12,VIC (Victoria),1.2128352864e-05
-28.02850267,152.39812942892425,1985-03-02T00:00:00.000Z,25,QLD (Queensland),2.3394796244e-05
-36.44433573,143.1570554607491,1999-01-05T00:00:00.000Z,16,VIC (Victoria),1.5788555174e-05
-31.2373826,133.9432125701692,1988-12-31T00:00:00.000Z,17714,SA (South Australia),0.016774284
-37.73120972,145.79524858691065,1992-01-01T00:00:00.000Z,741,VIC (Victoria),0.000757376
-24.90390347,147.5727826954453,2013-01-11T00:00:00.000Z,43861,QLD (Queensland),0.03919192
-31.35100384,120.65237270352358,2008-02-16T00:00:00.000Z,762,WA (Western Australia),0.000766646
-29.65697727,153.2205814634453,1994-11-06T00:00:00.000Z,520,NSW (New South Wales),0.000484334
-37.17220193,140.94179547609048,2001-12-31T00:00:00.000Z,21,SA (South Australia),2.099537096e-05
-25.41543929,153.08371027812333,1967-01-01T00:00:00.000Z,73,QLD (Queensland),6.5052593754e-05
-41.75001392,145.6141473654471,1997-01-01T00:00:00.000Z,86,TAS (Tasmania),9.35470689e-05
-31.32224764,152.87971612858033,1899-11-30T00:00:00.000Z,62,NSW (New South Wales),5.8864496623e-05
-29.3521512,153.18036255802465,1899-11-30T00:00:00.000Z,301,NSW (New South Wales),0.000279451
-29.86234787,151.36004078926135,2002-11-04T00:00:00.000Z,212,NSW (New South Wales),0.0001979
-32.30485122,116.49558561256822,2004-03-05T00:00:00.000Z,17,WA (Western Australia),1.6725839487e-05
-16.89926658,142.66000655474642,2014-10-14T00:00:00.000Z,1261063,QLD (Queensland),1.103742192493883
-22.85212145,150.7540674828612,2004-11-03T00:00:00.000Z,9943,QLD (Queensland),0.010165109
-28.85501527,152.22112624789472,1994-09-15T00:00:00.000Z,3840,NSW (New South Wales),0.003550945
-29.82928655,152.36843306748693,1899-11-30T00:00:00.000Z,2103,NSW (New South Wales),0.001963034
-32.91676386,115.97390093824703,2006-01-22T00:00:00.000Z,16,WA (Western Australia),1.4957237909e-05
-37.38526532,145.34744278511698,2012-11-21T00:00:00.000Z,10,VIC (Victoria),9.997261259e-06
-30.08469308,152.3967840491763,1899-11-30T00:00:00.000Z,432,NSW (New South Wales),0.000404059
-33.98419323,115.79099171955743,2020-01-22T00:00:00.000Z,114,WA (Western Australia),0.000111695
-34.49334337,139.0734937948331,2020-12-24T00:00:00.000Z,55,SA (South Australia),5.3887260492e-05
-32.30364912,151.78575483957326,2017-09-25T00:00:00.000Z,33,NSW (New South Wales),3.11864992e-05
-32.03687187,151.3672651,2018-01-10T00:00:00.000Z,44,NSW (New South Wales),4.2088814553e-05
-32.74851334,150.21235082010352,1899-11-30T00:00:00.000Z,17,NSW (New South Wales),1.6140436401e-05
-25.33113701,152.7405620820048,2018-08-22T00:00:00.000Z,20,QLD (Queensland),1.8094662209e-05
-37.64786078,148.41504004587017,1968-01-01T00:00:00.000Z,52,VIC (Victoria),5.2697697356e-05
-18.61474248,145.8834446509311,2014-12-20T00:00:00.000Z,2316,QLD (Queensland),0.001982981
-37.18528636,149.36316387867623,1899-11-30T00:00:00.000Z,9212,NSW (New South Wales),0.009348873
-28.80210843,150.92632699394082,1994-12-18T00:00:00.000Z,200,NSW (New South Wales),0.000185
-19.23539107,146.75395755135247,2009-07-20T00:00:00.000Z,626,QLD (Queensland),0.000538274
-36.72126204,148.16495747165783,1899-11-30T00:00:00.000Z,210,NSW (New South Wales),0.000211921
-41.06711075,147.41645207222857,2005-11-29T00:00:00.000Z,136,TAS (Tasmania),0.000145508
-33.81737332,115.7610408,2022-04-23T00:00:00.000Z,47,WA (Western Australia),4.5759501745e-05
-33.09907766,151.40397802159663,1981-09-29T00:00:00.000Z,154,NSW (New South Wales),0.000148474
-41.09020856,147.0015032826242,2015-10-15T00:00:00.000Z,14,TAS (Tasmania),1.4563096556e-05
-29.97999637,115.37307442466359,2017-12-10T00:00:00.000Z,1055,WA (Western Australia),0.000985995
-33.17397016,150.8602082527629,1991-09-02T00:00:00.000Z,235,NSW (New South Wales),0.000226719
-15.10127676,143.71397973240957,2022-08-06T00:00:00.000Z,7354,QLD (Queensland),0.006182264
-29.93904559,152.27793681107585,2013-10-29T00:00:00.000Z,13,NSW (New South Wales),1.1815208381e-05
-36.3857448,148.22981928275487,1899-11-30T00:00:00.000Z,112,NSW (New South Wales),0.000112949
-38.18512175,141.42719091711285,1984-01-01T00:00:00.000Z,936,VIC (Victoria),0.00096288
-32.54020637,150.43902009175375,1899-11-30T00:00:00.000Z,71,NSW (New South Wales),6.847952136e-05
-30.11169055,152.4389169580025,2023-08-13T00:00:00.000Z,22,NSW (New South Wales),2.0232646875e-05
-30.78936841,151.83939044105836,1899-11-30T00:00:00.000Z,20,NSW (New South Wales),1.9050802166e-05
-36.64016415,145.26892527584602,2013-01-01T00:00:00.000Z,44,VIC (Victoria),4.4424332373e-05
-31.50606292,151.35208777955626,1899-11-30T00:00:00.000Z,72,NSW (New South Wales),6.8487110184e-05
-38.50711755,143.98676865794704,1965-01-01T00:00:00.000Z,467,VIC (Victoria),0.000481835
-34.07910354,151.12315528664487,1899-11-30T00:00:00.000Z,32,NSW (New South Wales),3.1663452319e-05
-28.6784508,129.13334682619063,2011-12-01T00:00:00.000Z,3498,SA (South Australia),0.003229532
-35.11093658,150.47022408734935,1899-11-30T00:00:00.000Z,88,NSW (New South Wales),8.7355722371e-05
-35.96395721,149.99372932831048,2019-05-24T00:00:00.000Z,17,NSW (New South Wales),1.7195155124e-05
-25.0361967,152.35756339015742,2003-11-20T00:00:00.000Z,203,QLD (Queensland),0.000181524
-27.15335681,152.66879244482524,1982-11-21T00:00:00.000Z,691,QLD (Queensland),0.00062912
-15.36284814,126.72573959425635,2016-10-07T00:00:00.000Z,74289,WA (Western Australia),0.06476875
-30.09488464,115.57610797029011,2017-12-09T00:00:00.000Z,26,WA (Western Australia),2.3902694011e-05
-28.7074368,152.44139789295173,1899-11-30T00:00:00.000Z,195,NSW (New South Wales),0.000179739
-28.35771544,125.91069581870848,2018-10-27T00:00:00.000Z,59,WA (Western Australia),5.4440969507e-05
-31.8507762,152.66527511980186,1899-11-30T00:00:00.000Z,35,NSW (New South Wales),3.309987278e-05
-28.52337273,152.6371108212044,1899-11-30T00:00:00.000Z,268,NSW (New South Wales),0.000246757
-17.79662029,145.51926986032922,1992-11-05T00:00:00.000Z,5161,QLD (Queensland),0.004397516
-30.29050253,115.31118141094015,2010-12-19T00:00:00.000Z,22,WA (Western Australia),2.0485021878e-05
-36.09097525,148.56858371352476,1899-11-30T00:00:00.000Z,370,NSW (New South Wales),0.000370061
-29.62611443,153.28724830357254,1899-11-30T00:00:00.000Z,75,NSW (New South Wales),6.9516651365e-05
-35.61971176,137.35285358474758,1964-02-27T00:00:00.000Z,13,SA (South Australia),1.3342578313e-05
-33.72837466,140.3864290577887,2020-11-15T00:00:00.000Z,1453,SA (South Australia),0.001631477
-43.53139027,146.4936682117505,1986-04-03T00:00:00.000Z,14,TAS (Tasmania),1.564644117e-05
-36.98994952,145.87838952161275,2015-10-06T00:00:00.000Z,38,VIC (Victoria),3.8366760236e-05
-24.613478,147.97523487430846,2021-10-24T00:00:00.000Z,969,QLD (Queensland),0.00086335
-17.68863493,145.44240867223786,2009-08-15T00:00:00.000Z,1072,QLD (Queensland),0.000912652
-34.67606569,116.12373781294842,2007-11-25T00:00:00.000Z,58,WA (Western Australia),5.7130073174e-05
-34.85459639,148.57721382336226,2013-01-08T00:00:00.000Z,14264,NSW (New South Wales),0.014061362
-37.14617442,141.3047250698213,1994-01-01T00:00:00.000Z,43,VIC (Victoria),4.4051720124e-05
-34.93250736,150.46016368070516,2000-01-20T00:00:00.000Z,23,NSW (New South Wales),2.2855142561e-05
-27.40747042,152.73462009450563,1987-11-27T00:00:00.000Z,424,QLD (Queensland),0.000399245
-33.76344955,150.2452835413918,1899-11-30T00:00:00.000Z,10,NSW (New South Wales),1.0183573522e-05
-35.67849535,137.0106457613074,2005-04-28T00:00:00.000Z,161,SA (South Australia),0.000160718
-40.06915772,148.23450623162097,2003-11-11T00:00:00.000Z,4264,TAS (Tasmania),0.004501746
-32.73355513,148.37411315294332,2019-01-03T00:00:00.000Z,31,NSW (New South Wales),2.9668512525e-05
-38.27203417,147.28629828561807,1994-01-01T00:00:00.000Z,12,VIC (Victoria),1.2010637874e-05
-38.0862348,141.9490331070213,1990-01-01T00:00:00.000Z,852,VIC (Victoria),0.000875005
-33.86838532,122.13069833482022,2015-11-24T00:00:00.000Z,18574,WA (Western Australia),0.01820091
-13.52462822,143.06161902583793,2009-08-01T00:00:00.000Z,57180,QLD (Queensland),0.048823999
-32.72842468,152.1805423657135,1899-11-30T00:00:00.000Z,12,NSW (New South Wales),1.1647544397e-05
-28.46692275,153.28311835189837,1899-11-30T00:00:00.000Z,389,NSW (New South Wales),0.000358761
-42.14358736,146.7504807839412,2014-01-01T00:00:00.000Z,15,TAS (Tasmania),1.6713999685e-05
-24.47686861,151.51001715600907,2016-10-06T00:00:00.000Z,1489,QLD (Queensland),0.001326076
-31.7182501,152.17613724418908,2001-10-09T00:00:00.000Z,377,NSW (New South Wales),0.000359037
-37.33544255,147.6043983662282,2003-01-03T00:00:00.000Z,1144,VIC (Victoria),0.001173381
-29.28838058,129.18573156319854,1980-12-31T00:00:00.000Z,31,SA (South Australia),2.9228361427e-05
-29.21043328,153.15176759147673,1899-11-30T00:00:00.000Z,107,NSW (New South Wales),9.9030523415e-05
-33.14237659,151.31525027977725,1980-07-01T00:00:00.000Z,321,NSW (New South Wales),0.000310018
-30.57875682,152.87577216498548,1899-11-30T00:00:00.000Z,85,NSW (New South Wales),7.9875273059e-05
-34.85851081,150.1110895656206,1899-11-30T00:00:00.000Z,12,NSW (New South Wales),1.1978429029e-05
-34.3400845,150.87525085533915,1987-07-01T00:00:00.000Z,22,NSW (New South Wales),2.1522625048e-05
-35.77726846,148.95068441551123,1987-03-01T00:00:00.000Z,268,ACT (Australian Capital Territory),0.000267078
-34.99845742,142.48826184144855,1981-01-01T00:00:00.000Z,1688,VIC (Victoria),0.001667053
-27.91458033,152.23736581373188,2009-11-22T00:00:00.000Z,601,QLD (Queensland),0.000550901
-37.20313995,149.07336297923777,1991-01-01T00:00:00.000Z,15,VIC (Victoria),1.5118343981e-05
-41.7368697,145.51700266577126,2000-01-01T00:00:00.000Z,68,TAS (Tasmania),7.3684190738e-05
-35.53532271,150.23046742204392,1899-11-30T00:00:00.000Z,89,NSW (New South Wales),8.8466390025e-05
-36.92650935,141.43640574355712,1959-01-01T00:00:00.000Z,549,VIC (Victoria),0.000555364
-37.7287972,141.23162906072648,1958-01-01T00:00:00.000Z,94,VIC (Victoria),9.6285957625e-05
-30.01092259,152.13303850544875,2002-11-02T00:00:00.000Z,21,NSW (New South Wales),1.9935734144e-05
-26.57583155,120.37962950168234,1899-11-30T00:00:00.000Z,2084,WA (Western Australia),0.001984164
-36.30135832,149.97923151448083,1899-11-30T00:00:00.000Z,21,NSW (New South Wales),2.1559470952e-05
-25.70657137,147.5265299519858,1994-12-18T00:00:00.000Z,526,QLD (Queensland),0.000473129
-31.25635669,133.39182445852606,2002-12-31T00:00:00.000Z,1111,SA (South Australia),0.001052331
-35.66716957,150.28217075337434,1899-11-30T00:00:00.000Z,32,NSW (New South Wales),3.1878679238e-05
-34.4395426,118.83777072689017,1994-12-09T00:00:00.000Z,2310,WA (Western Australia),0.002266097
-29.41965583,127.17951033524552,2017-12-26T00:00:00.000Z,406,WA (Western Australia),0.00037764
-33.51681636,150.15025245353067,1899-11-30T00:00:00.000Z,103,NSW (New South Wales),0.000100404
-30.86397363,152.76536412101333,2005-07-31T00:00:00.000Z,34,NSW (New South Wales),3.2087559248e-05
-36.19164441,146.10840851687348,1981-01-01T00:00:00.000Z,3130,VIC (Victoria),0.00313627
-37.054513,146.75766338649763,2013-02-15T00:00:00.000Z,1499,VIC (Victoria),0.001518109
-30.34890428,115.15437153052702,2017-06-07T00:00:00.000Z,781,WA (Western Australia),0.000732746
-27.51658725,151.02901180661328,2018-10-11T00:00:00.000Z,11,QLD (Queensland),1.0260807358e-05
-36.86304529,149.60556618950596,1899-11-30T00:00:00.000Z,1015,NSW (New South Wales),0.00102603
-35.66155381,137.3593980128816,1964-02-27T00:00:00.000Z,92,SA (South Australia),9.1696100753e-05
-30.18314078,152.46423218557953,2002-07-03T00:00:00.000Z,30,NSW (New South Wales),2.8193263915e-05
-33.38658281,150.71940354695803,1899-11-30T00:00:00.000Z,597,NSW (New South Wales),0.00057834
-26.34795002,150.65256968132033,1946-06-01T00:00:00.000Z,39,QLD (Queensland),3.4824089425e-05
-41.68196388,147.24735758484292,2012-02-26T00:00:00.000Z,536,TAS (Tasmania),0.000580127
-30.46041031,149.22566006739825,2019-12-04T00:00:00.000Z,19,NSW (New South Wales),1.8280397398e-05
-36.49019846,146.8399988512211,1968-01-01T00:00:00.000Z,152,VIC (Victoria),0.000153158
-34.15490574,141.58855711832194,1998-12-26T00:00:00.000Z,54,VIC (Victoria),5.2486568165e-05
-18.13114575,144.88677323067986,2005-12-27T00:00:00.000Z,1484,QLD (Queensland),0.001267162
-25.26786542,120.88504141984322,2011-03-25T00:00:00.000Z,25,WA (Western Australia),2.2092435529e-05
-36.84624453,141.60446617024124,1983-01-01T00:00:00.000Z,543,VIC (Victoria),0.000548061
-27.10050888,132.6691649477516,2012-12-31T00:00:00.000Z,354,SA (South Australia),0.000322126
-35.80231956,145.48913509245168,1990-01-03T00:00:00.000Z,103,NSW (New South Wales),0.000102309
-32.10645963,116.02999079592291,2004-05-05T00:00:00.000Z,11,WA (Western Australia),1.0084226233e-05
-28.338616,152.71856199498382,2008-11-07T00:00:00.000Z,57,QLD (Queensland),5.271036207e-05
-34.36244843,150.56279845039833,1982-11-07T00:00:00.000Z,1304,NSW (New South Wales),0.001278079
-42.00531515,146.82030740676274,2012-01-03T00:00:00.000Z,220,TAS (Tasmania),0.000239454
-28.39803305,152.81114001463635,2003-09-23T00:00:00.000Z,179,NSW (New South Wales),0.00016439
-26.72520202,153.1054127733171,2002-08-13T00:00:00.000Z,312,QLD (Queensland),0.000282934
-15.57472632,145.2333892217046,2021-10-02T00:00:00.000Z,181,QLD (Queensland),0.000152624
-30.04883552,152.72990824979303,2001-10-26T00:00:00.000Z,1479,NSW (New South Wales),0.00138363
-20.98312421,148.5101126489015,2018-11-12T00:00:00.000Z,24779,QLD (Queensland),0.021523094
-30.05884952,152.90577711975357,2001-10-15T00:00:00.000Z,88,NSW (New South Wales),8.236072199e-05
-35.8303196,137.92562225462726,1982-03-20T00:00:00.000Z,28,SA (South Australia),2.7859231523e-05
-30.15803672,152.42551911329937,2004-08-14T00:00:00.000Z,162,NSW (New South Wales),0.000151558
-36.14873952,139.92089416443065,2018-12-02T00:00:00.000Z,195,SA (South Australia),0.00019538
-39.82935197,147.94546180180706,2013-04-19T00:00:00.000Z,29,TAS (Tasmania),3.0130324831e-05
-26.38964764,151.9786625647502,2014-11-29T00:00:00.000Z,208,QLD (Queensland),0.000188215
-35.72522268,149.36085294742665,1899-11-30T00:00:00.000Z,146,NSW (New South Wales),0.000145328
-30.88890484,117.1270735961054,2021-12-08T00:00:00.000Z,516,WA (Western Australia),0.00048689
-27.52562465,125.29077685692693,2009-11-25T00:00:00.000Z,15,WA (Western Australia),1.3641182022e-05
-26.69260656,129.1353944557587,2005-12-31T00:00:00.000Z,22224,SA (South Australia),0.020525155
